"Rocket","n.","A blunt lance head used in the joust."
"Rocketed","imp. & p. p.","of Rocket"
"Rocketing","p. pr. & vb. n.","of Rocket"
"Rockfish","n.","An American fresh-water darter; the log perch."
"Rockiness","n.","The state or quality of being rocky."
"Rocking","a.","Having a swaying, rolling, or back-and-forth movement; used for rocking."
"Roll","n.","To utter copiously, esp. with sounding words; to utter with a deep sound; -- often with forth, or out; as, to roll forth some one's praises; to roll out sentences."
"Roller","n.","A bandage; a fillet; properly, a long and broad bandage used in surgery."
"Romance","n.","An adventure, or series of extraordinary events, resembling those narrated in romances; as, his courtship, or his life, was a romance."
"Romanticist","n.","One who advocates romanticism in modern literature."
"Romanticly","adv.","Romantically."
"Roof","v. t.","To inclose in a house; figuratively, to shelter."
"Roofer","n.","One who puts on roofs."
"Rook","n.","A trickish, rapacious fellow; a cheat; a sharper."
"Rooked","imp. & p. p.","of Rook"
"Rooking","p. pr. & vb. n.","of Rook"
"Room","n.","Possibility of admission; ability to admit; opportunity to act; fit occasion; as, to leave room for hope."
"Roomed","imp. & p. p.","of Room"
"Rooming","p. pr. & vb. n.","of Room"
"Root","n.","The descending, and commonly branching, axis of a plant, increasing in length by growth at its extremity only, not divided into joints, leafless and without buds, and having for its offices to fix the plant in the earth, to supply it with moisture and soluble matters, and sometimes to serve as a reservoir of nutriment for future growth. A true root, however, may never reach the ground, but may be attached to a wall, etc., as in the ivy, or may hang loosely in the air, as in some epiphytic orchids."
"Rope","v. t.","To lasso (a steer, horse)."
"Rosette","n.","A flowerlike color marking; as, the rosettes on the leopard."
"Rose water","","Water tinctured with roses by distillation."
"Rose-water","a.","Having the odor of rose water; hence, affectedly nice or delicate; sentimental."
"Rosewood","n.","A valuable cabinet wood of a dark red color, streaked and variegated with black, obtained from several tropical leguminous trees of the genera Dalbergia and Machaerium. The finest kind is from Brazil, and is said to be from the Dalbergia nigra."
"Rounding","n.","Small rope, or strands of rope, or spun yarn, wound round a rope to keep it from chafing; -- called also service."
"Rounding","n.","Modifying a speech sound by contraction of the lip opening; labializing; labialization. See Guide to Pronunciation, / 11."
"Roundly","adv.","Without regard to detail; in gross; comprehensively; generally; as, to give numbers roundly."
"Roundness","n.","The quality or state of being round in shape; as, the roundness of the globe, of the orb of the sun, of a ball, of a bowl, a column, etc."
"Row","v. i.","To use the oar; as, to row well."
"Rowel bone","","See rewel bone."
"Rowen","n.","A stubble field left unplowed till late in the autumn, that it may be cropped by cattle."
"Rowen","n.","The second growth of grass in a season; aftermath."
"Rower","n.","One who rows with an oar."
"Rowett","n.","See Rowen."
"Rowlock","n.","A contrivance or arrangement serving as a fulcrum for an oar in rowing. It consists sometimes of a notch in the gunwale of a boat, sometimes of a pair of pins between which the oar rests on the edge of the gunwale, sometimes of a single pin passing through the oar, or of a metal fork or stirrup pivoted in the gunwale and suporting the oar."
"Rown","v. i. & t.","see Roun."
"Rowport","n.","An opening in the side of small vessels of war, near the surface of the water, to facilitate rowing in calm weather."
"Roxburgh","n.","A style of bookbinding in which the back is plain leather, the sides paper or cloth, the top gilt-edged, but the front and bottom left uncut."
"Royal","a.","Under the patronage of royality; holding a charter granted by the sovereign; as, the Royal Academy of Arts; the Royal Society."
"Royalty","n.","Hence (Com.), a duty paid by a manufacturer to the owner of a patent or a copyright at a certain rate for each article manufactured; or, a percentage paid to the owner of an article by one who hires the use of it."
"Royne","v. t.","To bite; to gnaw."
"Roynish","a.","Mangy; scabby; hence, mean; paltry; troublesome."
"Royster","n.","Alt. of Roysterer"
"Roysterer","n.","same as Roister, Roisterer."
"Royston crow","","See Hooded crow, under Hooded."
"Roytelet","n.","A little king."
"Roytish","a.","Wild; irregular."
"Rubber","n.","An overshoe made of India rubber."
"Rubbing","","a. &amp; n. from Rub, v."
"Rubbish","n.","Waste or rejected matter; anything worthless; valueless stuff; trash; especially, fragments of building materials or fallen buildings; ruins; debris."
"Rubbish","a.","Of or pertaining to rubbish; of the quality of rubbish; trashy."
"Rubble","n.","The whole of the bran of wheat before it is sorted into pollard, bran, etc."
"Rubblestone","n.","See Rubble, 1 and 2."
"Rubblework","n.","Masonry constructed of unsquared stones that are irregular in size and shape."
"Rubbly","a.","Relating to, or containing, rubble."
"Rubification","n.","The act of making red."
"Rubiform","a.","Having the nature or quality of red; as, the rubiform rays of the sun."
"Rubify","v. t.","To redden."
"Ruffin","a.","Disordered."
"Ruffled","imp. & p. p.","of Ruffle"
"Ruin","n.","That which promotes injury, decay, or destruction."
"Ruined","imp. & p. p.","of Ruin"
"Ruining","p. pr. & vb. n.","of Ruin"
"Ruinable","a.","Capable of being ruined."
"Ruled","imp. & p. p.","of Rule"
"Ruling","p. pr. & vb. n.","of Rule"
"Rule","n.","To control the will and actions of; to exercise authority or dominion over; to govern; to manage."
"Ruleless","a.","Destitute of rule; lawless."
"Ruler","n.","One who rules; one who exercises sway or authority; a governor."
"Ruling","n.","A decision or rule of a judge or a court, especially an oral decision, as in excluding evidence."
"Rumble","v. t.","To cause to pass through a rumble, or shaking machine. See Rumble, n., 4."
"Rumbler","n.","One who, or that which, rumbles."
"Rumbling","","a. &amp; n. from Rumble, v. i."
"Rumblingly","adv.","In a rumbling manner."
"Rumbo","n.","Grog."
"Rumbowline","n.","Same as Rombowline."
"Rumen","n.","The first stomach of ruminants; the paunch; the fardingbag. See Illust. below. "
"Rumen","n.","The cud of a ruminant."
"Rummy","a.","Strange; odd."
"Rumney","n.","A sort of Spanish wine."
"Rumor","n.","A flying or popular report; the common talk; hence, public fame; notoriety."
"Running","p. pr. & vb. n.","of Run"
"Run","a.","To move, proceed, advance, pass, go, come, etc., swiftly, smoothly, or with quick action; -- said of things animate or inanimate. Hence, to flow, glide, or roll onward, as a stream, a snake, a wagon, etc.; to move by quicker action than in walking, as a person, a horse, a dog."
"Runaway","a.","Very successful; accomplishing success quickly; as, a runaway bestseller."
"Runch","n.","The wild radish."
"Runcinate","a.","Pinnately cut with the lobes pointing downwards, as the leaf of the dandelion."
"Runner","n.","A horizontal channel in a mold, through which the metal flows to the cavity formed by the pattern; also, the waste metal left in such a channel."
"Runt","a.","The dead stump of a tree; also, the stem of a plant."
"Runty","a.","Like a runt; diminutive; mean."
"Runway","n.","The channel of a stream."
"Runway","n.","The beaten path made by deer or other animals in passing to and from their feeding grounds."
"Rupee","n.","A silver coin, and money of account, in the East Indies."
"Rupellary","n.","Rocky."
"Rupert's drop","","A kind of glass drop with a long tail, made by dropping melted glass into water. It is remarkable for bursting into fragments when the surface is scratched or the tail broken; -- so called from Prince Rupert, nephew of Charles I., by whom they were first brought to England. Called also Rupert's ball, and glass tear."
"Rupia","n.","An eruption upon the skin, consisting of vesicles with inflamed base and filled with serous, purulent, or bloody fluid, which dries up, forming a blackish crust."
"Rupial","a.","Of or pertaining to rupia."
"Rupicola","n.","A genus of beautiful South American passerine birds, including the cock of the rock."
"Rupicoline","a.","Rock-inhabiting."
"Ruption","n.","A breaking or bursting open; breach; rupture."
"Ruptuary","n.","One not of noble blood; a plebeian; a roturier."
"Rupture","n.","The act of breaking apart, or separating; the state of being broken asunder; as, the rupture of the skin; the rupture of a vessel or fiber; the rupture of a lutestring."
"Rupture","n.","Breach of peace or concord between individuals; open hostility or war between nations; interruption of friendly relations; as, the parties came to a rupture."
"Rural","a.","Of or pertaining to agriculture; as, rural economy."
"Rurales","n. pl.","The gossamer-winged butterflies; a family of small butterflies, including the hairstreaks, violets, and theclas."
"Ruralism","n.","The quality or state of being rural; ruralness."
"Ruralism","n.","A rural idiom or expression."
"Ruralist","n.","One who leads a rural life."
"Rurality","n.","The quality or state of being rural."
"Ruralizing","p. pr. & vb. n.","of Ruralize"
"Ruralize","v. i.","To become rural; to go into the country; to rusticate."
"Rurally","adv.","In a rural manner; as in the country."
"Ruralness","n.","The quality or state of being rural."
"Ruricolist","n.","An inhabitant of the country."
"Ruridecanal","a.","Of or pertaining to a rural dean; as, a ruridecanal district; the ruridecanal intellect."
"Rurigenous","a.","Born in the country."
"Ruse","n.","An artifice; trick; stratagem; wile; fraud; deceit."
"Rush","n.","A name given to many aquatic or marsh-growing endogenous plants with soft, slender stems, as the species of Juncus and Scirpus."
"Rush","n.","The merest trifle; a straw."
"Rushed","imp. & p. p.","of Rush"
"Rushing","p. pr. & vb. n.","of Rush"
"Rush","n.","The act of running with the ball."
"Rush-bearing","n.","A kind of rural festival at the dedication of a church, when the parishioners brought rushes to strew the church."
"Rushbuckler","n.","A bullying and violent person; a braggart; a swashbuckler."
"Rusher","n.","One who strewed rushes on the floor at dances."
"Rushiness","n.","The quality or state of abounding with rushes."
"Rushingly","adv.","In a rushing manner."
"Rushlight","n.","A rush candle, or its light; hence, a small, feeble light."
"Russian","n.","A native or inhabitant of Russia; the language of Russia."
"Russianize","v. t.","To make Russian, or more or less like the Russians; as, to Russianize the Poles."
"Russification","n.","The act or process of Russifying, or the state of being Russified."
"Russify","v. t.","To Russianize; as, to Russify conquered tribes."
"Rust","n.","Corrosive or injurious accretion or influence."
"Rusted","imp. & p. p.","of Rust"
"Rusting","p. pr. & vb. n.","of Rust"
"Rust","v. i.","To contract rust; to be or become oxidized."
"Rustic","n.","A rural person having a natural simplicity of character or manners; an artless, unaffected person."
"Rustical","a.","Rustic."
"Rusticated","imp. & p. p.","of Rusticate"
"Rusticating","p. pr. & vb. n.","of Rusticate"
"Rusticate","v. t.","To require or compel to reside in the country; to banish or send away temporarily; to impose rustication on."
"Rusticated","a.","Resembling rustic work. See Rustic work (a), under Rustic."
"Rustication","n.","The act of rusticating, or the state of being rusticated; specifically, the punishment of a student for some offense, by compelling him to leave the institution for a time."
"Rusticity","n.","The quality or state of being rustic; rustic manners; rudeness; simplicity; artlessness."
"Rusticly","adv.","In a rustic manner; rustically."
"Rustily","adv.","In a rusty state."
"Rustiness","n.","The quality or state of being rusty."
"Rustled","imp. & p. p.","of Rustle"
"Rustling","p. pr. & vb. n.","of Rustle"
"Rustle","v. i.","To make a quick succession of small sounds, like the rubbing or moving of silk cloth or dry leaves."
"Rustler","n.","A bovine animal that can care for itself in any circumstances; also, an alert, energetic, driving person."
"Rustless","a.","Free from rust."
"Sack","v. t.","To bear or carry in a sack upon the back or the shoulders."
"Sacred","a.","Solemnly devoted, in a bad sense, as to evil, vengeance, curse, or the like; accursed; baleful."
"Sacrific","a.","Alt. of Sacrifical"
"Sacrifical","a.","Employed in sacrifice."
"Sacrifice","v. i.","To make offerings to God, or to a deity, of things consumed on the altar; to offer sacrifice."
"Sad","v. t.","To make sorrowful; to sadden."
"Sadden","v. i.","To become, or be made, sad."
"Sadder","n.","Same as Sadda."
"Saddle","n.","A seat for a rider, -- usually made of leather, padded to span comfortably a horse's back, furnished with stirrups for the rider's feet to rest in, and fastened in place with a girth; also, a seat for the rider on a bicycle or tricycle."
"Safe","n.","A ventilated or refrigerated chest or closet for securing provisions from noxious animals or insects."
"Sagging","p. pr. & vb. n.","of Sag"
"Sag","n.","State of sinking or bending; sagging."
"Sail","v. t.","To direct or manage the motion of, as a vessel; as, to sail one's own ship."
"Sailable","a.","Capable of being sailed over; navigable; as, a sailable river."
"Sailboat","n.","A boat propelled by a sail or sails."
"Sailcloth","n.","Duck or canvas used in making sails."
"Sailer","n.","A ship or other vessel; -- with qualifying words descriptive of speed or manner of sailing; as, a heavy sailer; a fast sailer."
"Saint","v. i.","To act or live as a saint."
"Saintdom","n.","The state or character of a saint."
"Sainted","a.","Entered into heaven; -- a euphemism for dead."
"Saintess","n.","A female saint."
"Sainthood","n.","The order, or united body, of saints; saints, considered collectively."
"Saintish","a.","Somewhat saintlike; -- used ironically."
"Saintism","n.","The character or quality of saints; also, hypocritical pretense of holiness."
"Saintlike","a.","Resembling a saint; suiting a saint; becoming a saint; saintly."
"Saintliness","n.","Quality of being saintly."
"Saintly","superl.","Like a saint; becoming a holy person."
"Saintologist","n.","One who writes the lives of saints."
"Saintship","n.","The character or qualities of a saint."
"Saint-Simonian","n.","A follower of the Count de St. Simon, who died in 1825, and who maintained that the principle of property held in common, and the just division of the fruits of common labor among the members of society, are the true remedy for the social evils which exist."
"Saint-Simonianism","n.","The principles, doctrines, or practice of the Saint-Simonians; -- called also Saint- Simonism."
"Sake","n.","Final cause; end; purpose of obtaining; cause; motive; reason; interest; concern; account; regard or respect; -- used chiefly in such phrases as, for the sake of, for his sake, for man's sake, for mercy's sake, and the like; as, to commit crime for the sake of gain; to go abroad for the sake of one's health."
"Saker","n.","A falcon (Falco sacer) native of Southern Europe and Asia, closely resembling the lanner."
"Salable","a.","Capable of being sold; fit to be sold; finding a ready market."
"Salacious","n.","Having a propensity to venery; lustful; lecherous."
"Salacity","n.","Strong propensity to venery; lust; lecherousness."
"Salad","n.","A preparation of vegetables, as lettuce, celery, water cress, onions, etc., usually dressed with salt, vinegar, oil, and spice, and eaten for giving a relish to other food; as, lettuce salad; tomato salad, etc."
"Salary","n.","The recompense or consideration paid, or stipulated to be paid, to a person at regular intervals for services; fixed wages, as by the year, quarter, or month; stipend; hire."
"Sale","v. t.","Public disposal to the highest bidder, or exposure of goods in market; auction."
"Salient","a.","A salient angle or part; a projection."
"Saliently","adv.","In a salient manner."
"Saline","n.","A metallic salt; esp., a salt of potassium, sodium, lithium, or magnesium, used in medicine."
"Salmon","a.","Of a reddish yellow or orange color, like that of the flesh of the salmon."
"Salt","n.","The neutral compound formed by the union of an acid and a base; thus, sulphuric acid and iron form the salt sulphate of iron or green vitriol."
"Saltire","v.","A St. Andrew's cross, or cross in the form of an X, -- one of the honorable ordinaries."
"Saltirewise","adv.","In the manner of a saltire; -- said especially of the blazoning of a shield divided by two lines drawn in the direction of a bend and a bend sinister, and crossing at the center."
"Saltish","a.","Somewhat salt."
"Saltless","a.","Destitute of salt; insipid."
"Saltly","adv.","With taste of salt; in a salt manner."
"Saltmouth","n.","A wide-mouthed bottle with glass stopper for holding chemicals, especially crystallized salts."
"Saltness","n.","The quality or state of being salt, or state of being salt, or impregnated with salt; salt taste; as, the saltness of sea water."
"Saltpeter","n.","Alt. of Saltpetre"
"Saltpetre","n.","Potassium nitrate; niter; a white crystalline substance, KNO3, having a cooling saline taste, obtained by leaching from certain soils in which it is produced by the process of nitrification (see Nitrification, 2). It is a strong oxidizer, is the chief constituent of gunpowder, and is also used as an antiseptic in curing meat, and in medicine as a diuretic, diaphoretic, and refrigerant."
"Saltpetrous","a.","Pertaining to saltpeter, or partaking of its qualities; impregnated with saltpeter."
"Salt rheum","","A popular name, esp. in the United States, for various cutaneous eruptions, particularly for those of eczema. See Eczema."
"Saltwort","n.","A name given to several plants which grow on the seashore, as the Batis maritima, and the glasswort. See Glasswort."
"Salty","a.","Somewhat salt; saltish."
"Salute","v.","A sign, token, or ceremony, expressing good will, compliment, or respect, as a kiss, a bow, etc."
"Salvage","a. & n.","Savage."
"Salvation","n.","The act of saving; preservation or deliverance from destruction, danger, or great calamity."
"Salvationist","n.","An evangelist, a member, or a recruit, of the Salvation Army."
"Salvatory","n.","A place where things are preserved; a repository."
"Salve","interj.","Hail!"
"Same","v. i.","Just mentioned, or just about to be mentioned."
"Sanation","n.","The act of healing or curing."
"Sanative","a.","Having the power to cure or heal; healing; tending to heal; sanatory."
"Sanctify","v. t.","To impart or impute sacredness, venerableness, inviolability, title to reverence and respect, or the like, to; to secure from violation; to give sanction to."
"Sanction","n.","Anything done or said to enforce the will, law, or authority of another; as, legal sanctions."
"Sanctioned","imp. & p. p.","of Sanction"
"Sanctionary","a.","Of, pertaining to, or giving, sanction."
"Sanctitude","n.","Holiness; sacredness; sanctity."
"Sanctities","pl. ","of Sanctity"
"Sanctity","n.","The state or quality of being sacred or holy; holiness; saintliness; moral purity; godliness."
"Sand","n.","Courage; pluck; grit."
"Sanded","imp. & p. p.","of Sand"
"Sanding","p. pr. & vb. n.","of Sand"
"Sandal","n.","An overshoe with parallel openings across the instep."
"Sandaled","a.","Wearing sandals."
"Sandaled","a.","Made like a sandal."
"Sanded","a.","Short-sighted."
"Sandemanian","n.","A follower of Robert Sandeman, a Scotch sectary of the eighteenth century. See Glassite."
"Sandemanianism","n.","The faith or system of the Sandemanians."
"Sanderling","n.","A small gray and brown sandpiper (Calidris arenaria) very common on sandy beaches in America, Europe, and Asia. Called also curwillet, sand lark, stint, and ruddy plover."
"Sanders","n.","An old name of sandalwood, now applied only to the red sandalwood. See under Sandalwood."
"Sanders-blue","n.","See Saunders-blue."
"Sane","a.","Mentally sound; possessing a rational mind; having the mental faculties in such condition as to be able to anticipate and judge of the effect of one's actions in an ordinary maner; -- said of persons."
"Saneness","n.","The state of being sane; sanity."
"Sang","","imp. of Sing."
"Satellite","a.","Situated near; accompanying; as, the satellite veins, those which accompany the arteries."
"Satellitious","a.","Pertaining to, or consisting of, satellites."
"Sathanas","n.","Satan."
"Satiate","a.","Filled to satiety; glutted; sated; -- followed by with or of."
"Satiated","imp. & p. p.","of Satiate"
"Satiating","p. pr. & vb. n.","of Satiate"
"Satiate","v. t.","To saturate."
"Satiation","n.","Satiety."
"Satiety","n.","The state of being satiated or glutted; fullness of gratification, either of the appetite or of any sensual desire; fullness beyond desire; an excess of gratification which excites wearisomeness or loathing; repletion; satiation."
"Satin","n.","A silk cloth, of a thick, close texture, and overshot woof, which has a glossy surface."
"Satinet","n.","A thin kind of satin."
"Satinet","n.","A kind of cloth made of cotton warp and woolen filling, used chiefly for trousers."
"Satinwood","n.","The hard, lemon-colored, fragrant wood of an East Indian tree (Chloroxylon Swietenia). It takes a lustrous finish, and is used in cabinetwork. The name is also given to the wood of a species of prickly ash (Xanthoxylum Caribaeum) growing in Florida and the West Indies."
"Satiny","a.","Like or composed of satin; glossy; as, to have a satiny appearance; a satiny texture."
"Sation","n.","A sowing or planting."
"Satire","a.","A composition, generally poetical, holding up vice or folly to reprobation; a keen or severe exposure of what in public or private morals deserves rebuke; an invective poem; as, the Satires of Juvenal."
"Satire","a.","Keeness and severity of remark; caustic exposure to reprobation; trenchant wit; sarcasm."
"Satiric","a.","Alt. of Satirical"
"Satirical","a.","Of or pertaining to satire; of the nature of satire; as, a satiric style."
"Satisfaction","n.","That which satisfies or gratifies; atonement."
"Satisfactive","a.","Satisfactory."
"Satisfactory","a.","Giving or producing satisfaction; yielding content; especially, relieving the mind from doubt or uncertainty, and enabling it to rest with confidence; sufficient; as, a satisfactory account or explanation."
"Satisfactory","a.","Making amends, indemnification, or recompense; causing to cease from claims and to rest content; compensating; atoning; as, to make satisfactory compensation, or a satisfactory apology."
"Satisfiable","a.","That may be satisfied."
"Satisfier","n.","One who satisfies."
"Satisfied","imp. & p. p.","of Satisfy"
"Satisfying","p. pr. & vb. n.","of Satisfy"
"Satisfy","a.","In general, to fill up the measure of a want of (a person or a thing); hence, to grafity fully the desire of; to make content; to supply to the full, or so far as to give contentment with what is wished for."
"Saturated","imp. & p. p.","of Saturate"
"Saturating","p. pr. & vb. n.","of Saturate"
"Saturate","v. t.","To cause to become completely penetrated, impregnated, or soaked; to fill fully; to sate."
"Saturate","v. t.","To satisfy the affinity of; to cause to become inert by chemical combination with all that it can hold; as, to saturate phosphorus with chlorine."
"Saturate","p. a.","Filled to repletion; saturated; soaked."
"Saturated","a.","Having its affinity satisfied; combined with all it can hold; -- said of certain atoms, radicals, or compounds; thus, methane is a saturated compound. Contrasted with unsaturated."
"Saturation","n.","The act of saturating, or the state of being saturating; complete penetration or impregnation."
"Save","a.","Except; excepting; not including; leaving out; deducting; reserving; saving."
"Scalar","n.","In the quaternion analysis, a quantity that has magnitude, but not direction; -- distinguished from a vector, which has both magnitude and direction."
"Scalaria","n.","Any one of numerous species of marine gastropods of the genus Scalaria, or family Scalaridae, having elongated spiral turreted shells, with rounded whorls, usually crossed by ribs or varices. The color is generally white or pale. Called also ladder shell, and wentletrap. See Ptenoglossa, and Wentletrap."
"Scale","n.","The sign or constellation Libra."
"Scaled","imp. & p. p.","of Scale"
"Scaling","p. pr. & vb. n.","of Scale"
"Scaleback","n.","Any one of numerous species of marine annelids of the family Polynoidae, and allies, which have two rows of scales, or elytra, along the back. See Illust. under Chaetopoda."
"Scalebeam","n.","A weighing apparatus with a sliding weight, resembling a steelyard."
"Scaleboard","n.","A thin slip of wood used to justify a page."
"Scaled","a.","Having feathers which in form, color, or arrangement somewhat resemble scales; as, the scaled dove."
"Scaleless","a.","Destitute of scales."
"Scallop","n.","One of the shells of a scallop; also, a dish resembling a scallop shell."
"Scalp","n.","Fig.: The top; the summit."
"Scambling","p. pr. & vb. n.","of Scamble"
"Scamble","v. i.","To move awkwardly; to be shuffling, irregular, or unsteady; to sprawl; to shamble."
"Scamble","v. i.","To move about pushing and jostling; to be rude and turbulent; to scramble."
"Scambler","n.","A bold intruder upon the hospitality of others; a mealtime visitor."
"Scamblingly","adv.","In a scambling manner; with turbulence and noise; with bold intrusiveness."
"Scandal","v. t.","To scandalize; to offend."
"Scandalized","imp. & p. p.","of Scandalize"
"Scandalous","a.","Defamatory; libelous; as, a scandalous story."
"Scandalously","adv.","With a disposition to impute immorality or wrong."
"Scandalousness","n.","Quality of being scandalous."
"Scandalum magnatum","","A defamatory speech or writing published to the injury of a person of dignity; -- usually abbreviated scan. mag."
"Scandent","a.","Climbing."
"Scandia","n.","A chemical earth, the oxide of scandium."
"Scandic","a.","Of or pertaining to scandium; derived from, or containing, scandium."
"Scandinavian","a.","Of or pertaining to Scandinavia, that is, Sweden, Norway, and Denmark."
"Scandinavian","n.","A native or inhabitant of Scandinavia."
"Scandium","n.","A rare metallic element of the boron group, whose existence was predicted under the provisional name ekaboron by means of the periodic law, and subsequently discovered by spectrum analysis in certain rare Scandinavian minerals (euxenite and gadolinite). It has not yet been isolated. Symbol Sc. Atomic weight 44."
"Scansion","n.","The act of scanning; distinguishing the metrical feet of a verse by emphasis, pauses, or otherwise."
"Scansores","n. pl.","An artifical group of birds formerly regarded as an order. They are distributed among several orders by modern ornithologists."
"Scansorial","a.","Capable of climbing; as, the woodpecker is a scansorial bird; adapted for climbing; as, a scansorial foot."
"Scant","n.","Scantness; scarcity."
"Scantily","adv.","In a scanty manner; not fully; not plentifully; sparingly; parsimoniously."
"Scantiness","n.","Quality or condition of being scanty."
"Scarce","adv.","Alt. of Scarcely"
"Scarcely","adv.","With difficulty; hardly; scantly; barely; but just."
"Scared","imp. & p. p.","of Scare"
"Scaring","p. pr. & vb. n.","of Scare"
"Scare","v. t.","To frighten; to strike with sudden fear; to alarm."
"Scare","n.","Fright; esp., sudden fright produced by a trifling cause, or originating in mistake."
"Scarecrow","n.","Anything set up to frighten crows or other birds from cornfields; hence, anything terifying without danger."
"Scarf","n.","An article of dress of a light and decorative character, worn loosely over the shoulders or about the neck or the waist; a light shawl or handkerchief for the neck; also, a cravat; a neckcloth."
"Scary","a.","Causing fright; alarming."
"Scasely","adv.","Scarcely; hardly."
"Scat","n.","Alt. of Scatt"
"Scatt","n.","Tribute."
"Scat","n.","A shower of rain."
"Scatch","n.","A kind of bit for the bridle of a horse; -- called also scatchmouth."
"Scatches","n. pl.","Stilts."
"Scate","n.","See Skate, for the foot."
"Scatebrous","a.","Abounding with springs."
"Scath","v.","Harm; damage; injury; hurt; waste; misfortune."
"Scathed","imp. & p. p.","of Scath"
"Scathing","p. pr. & vb. n.","of Scath"
"Scathe","v. t.","Alt. of Scath"
"Scath","v. t.","To do harm to; to injure; to damage; to waste; to destroy."
"Scathful","a.","Harmful; doing damage; pernicious."
"Scathless","a.","Unharmed."
"Scathly","a.","Injurious; scathful."
"Scattered","imp. & p. p.","of Scatter"
"Scattering","p. pr. & vb. n.","of Scatter"
"Scatter","v. i.","To be dispersed or dissipated; to disperse or separate; as, clouds scatter after a storm."
"Scatter-brain","n.","A giddy or thoughtless person; one incapable of concentration or attention."
"Scatter-brained","a.","Giddy; thoughtless."
"Scattered","a.","Dispersed; dissipated; sprinkled, or loosely spread."
"Scattergood","n.","One who wastes; a spendthrift."
"Scattering","a.","Going or falling in various directions; not united or aggregated; divided among many; as, scattering votes."
"Scatteringly","adv.","In a scattering manner; dispersedly."
"Scatterling","n.","One who has no fixed habitation or residence; a vagabond."
"Scene","v. t.","To exhibit as a scene; to make a scene of; to display."
"Sceneful","a.","Having much scenery."
"Scenemen","pl. ","of Sceneman"
"Sceneman","n.","The man who manages the movable scenes in a theater."
"Scenery","n.","Assemblage of scenes; the paintings and hangings representing the scenes of a play; the disposition and arrangement of the scenes in which the action of a play, poem, etc., is laid; representation of place of action or occurence."
"Scent","n.","The power of smelling; the sense of smell; as, a hound of nice scent; to divert the scent."
"Scentful","a.","Full of scent or odor; odorous."
"Scentful","a.","Of quick or keen smell."
"Scentingly","adv.","By scent."
"Scentless","a.","Having no scent."
"Scherif","n.","See Sherif."
"Scholar","n.","In English universities, an undergraduate who belongs to the foundation of a college, and receives support in part from its revenues."
"Scholarity","n.","Scholarship."
"Scholarlike","a.","Scholarly."
"Scholarly","a.","Like a scholar, or learned person; showing the qualities of a scholar; as, a scholarly essay or critique."
"Scholarship","n.","Maintenance for a scholar; a foundation for the support of a student."
"Scholastic","a.","Pertaining to, or suiting, a scholar, a school, or schools; scholarlike; as, scholastic manners or pride; scholastic learning."
"School","n.","Figuratively, any means of knowledge or discipline; as, the school of experience."
"Schooled","imp. & p. p.","of School"
"Schoolmaster","n.","One who, or that which, disciplines and directs."
"Schoolmate","n.","A pupil who attends the same school as another."
"Science","v. t.","To cause to become versed in science; to make skilled; to instruct."
"Scientific","a.","Having a knowledge of science, or of a science; evincing science or systematic knowledge; as, a scientific chemist; a scientific reasoner; a scientific argument."
"Scientifical","a.","Scientific."
"Scientifically","adv.","In a scientific manner; according to the rules or principles of science."
"Scientist","n.","One learned in science; a scientific investigator; one devoted to scientific study; a savant."
"Scobs","n. sing. & pl.","The dross of metals."
"Scoff","n.","Derision; ridicule; mockery; derisive or mocking expression of scorn, contempt, or reproach."
"Scold","n.","A scolding; a brawl."
"Scolder","n.","One who scolds."
"Scoop","n.","The act of scooping, or taking with a scoop or ladle; a motion with a scoop, as in dipping or shoveling."
"Scope","v. t.","To look at for the purpose of evaluation; usually with out; as, to scope out the area as a camping site."
"Score","n.","The original and entire draught, or its transcript, of a composition, with the parts for all the different instruments or voices written on staves one above another, so that they can be read at a glance; -- so called from the bar, which, in its early use, was drawn through all the parts."
"Scorpio","n.","The eighth sign of the zodiac, which the sun enters about the twenty-third day of October, marked thus [/] in almanacs."
"Scot","n.","A native or inhabitant of Scotland; a Scotsman, or Scotchman."
"Scout","v. i.","To go on the business of scouting, or watching the motions of an enemy; to act as a scout."
"Scraper","n.","One who acquires avariciously and saves penuriously."
"Scratch","a.","Made, done, or happening by chance; arranged with little or no preparation; determined by circumstances; haphazard; as, a scratch team; a scratch crew for a boat race; a scratch shot in billiards."
"Scream","n.","A sharp, shrill cry, uttered suddenly, as in terror or in pain; a shriek; a screech."
"Screamer","n.","Any one of three species of South American birds constituting the family Anhimidae, and the suborder Palamedeae. They have two spines on each wing, and the head is either crested or horned. They are easily tamed, and then serve as guardians for other poultry. The crested screamers, or chajas, belong to the genus Chauna. The horned screamer, or kamichi, is Palamedea cornuta."
"Screaming","a.","Uttering screams; shrieking."
"Screen","n.","A long, coarse riddle or sieve, sometimes a revolving perforated cylinder, used to separate the coarser from the finer parts, as of coal, sand, gravel, and the like."
"Screened","imp. & p. p.","of Screen"
"Screening","p. pr. & vb. n.","of Screen"
"Screen","v. t.","To provide with a shelter or means of concealment; to separate or cut off from inconvenience, injury, or danger; to shelter; to protect; to protect by hiding; to conceal; as, fruits screened from cold winds by a forest or hill."
"Screen","v. t.","To pass, as coal, gravel, ashes, etc., through a screen in order to separate the coarse from the fine, or the worthless from the valuable; to sift."
"Screw","n.","An amphipod crustacean; as, the skeleton screw (Caprella). See Sand screw, under Sand."
